semantic_id	category	english_path	japanese_path	traditional_chinese_path
rm2003-0086	Battle	Battle/Whip.png	Battle/鞭.png	Battle/鞭.png
rm2003-0087	Battle	Battle/Wind.png	Battle/風.png	Battle/風.png
rm2003-0088	Battle	Battle/Paralysis.png	Battle/麻痺.png	Battle/麻痺.png
rm2003-0089	BattleCharSet	BattleCharSet/Female Elf A.png	BattleCharSet/エルフ女a.png	BattleCharSet/妖精女a.png
rm2003-0090	BattleCharSet	BattleCharSet/Female Elf B.png	BattleCharSet/エルフ女b.png	BattleCharSet/妖精女b.png
rm2003-0091	BattleCharSet	BattleCharSet/Male Elf A.png	BattleCharSet/エルフ男a.png	BattleCharSet/妖精男a.png
rm2003-0092	BattleCharSet	BattleCharSet/Male Elf B.png	BattleCharSet/エルフ男b.png	BattleCharSet/妖精男b.png
rm2003-0093	BattleCharSet	BattleCharSet/Chinese Woman A.png	BattleCharSet/中華女a.png	BattleCharSet/中華女a.png
rm2003-0094	BattleCharSet	BattleCharSet/Chinese Woman B.png	BattleCharSet/中華女b.png	BattleCharSet/中華女b.png
rm2003-0095	BattleCharSet	BattleCharSet/Chinese Man A.png	BattleCharSet/中華男a.png	BattleCharSet/中華男a.png
rm2003-0096	BattleCharSet	BattleCharSet/Chinese Man B.png	BattleCharSet/中華男b.png	BattleCharSet/中華男b.png
rm2003-0097	BattleCharSet	BattleCharSet/Samurai A.png	BattleCharSet/侍a.png	BattleCharSet/武士a.png
rm2003-0098	BattleCharSet	BattleCharSet/Samurai B.png	BattleCharSet/侍b.png	BattleCharSet/武士b.png
rm2003-0099	BattleCharSet	BattleCharSet/Female Monk A.png	BattleCharSet/僧侶女a.png	BattleCharSet/僧侶女a.png
rm2003-0100	BattleCharSet	BattleCharSet/Female Monk B.png	BattleCharSet/僧侶女b.png	BattleCharSet/僧侶女b.png
rm2003-0101	BattleCharSet	BattleCharSet/Male Monk A.png	BattleCharSet/僧侶男a.png	BattleCharSet/僧侶男a.png
rm2003-0102	BattleCharSet	BattleCharSet/Male Monk B.png	BattleCharSet/僧侶男b.png	BattleCharSet/僧侶男b.png
rm2003-0103	BattleCharSet	BattleCharSet/Female Hero A.png	BattleCharSet/勇者女a.png	BattleCharSet/勇者女a.png
rm2003-0104	BattleCharSet	BattleCharSet/Female Hero B.png	BattleCharSet/勇者女b.png	BattleCharSet/勇者女b.png
rm2003-0105	BattleCharSet	BattleCharSet/Male Hero A.png	BattleCharSet/勇者男a.png	BattleCharSet/勇者男a.png
rm2003-0106	BattleCharSet	BattleCharSet/Male Hero B.png	BattleCharSet/勇者男b.png	BattleCharSet/勇者男b.png
rm2003-0107	BattleCharSet	BattleCharSet/Woman1 A.png	BattleCharSet/女性１a.png	BattleCharSet/女性1a.png
rm2003-0108	BattleCharSet	BattleCharSet/Woman1 B.png	BattleCharSet/女性１b.png	BattleCharSet/女性1b.png
rm2003-0109	BattleCharSet	BattleCharSet/Woman2 A.png	BattleCharSet/女性２a.png	BattleCharSet/女性2a.png
rm2003-0110	BattleCharSet	BattleCharSet/Woman2 B.png	BattleCharSet/女性２b.png	BattleCharSet/女性2b.png
rm2003-0111	BattleCharSet	BattleCharSet/Woman3 A.png	BattleCharSet/女性３a.png	BattleCharSet/女性3a.png
rm2003-0112	BattleCharSet	BattleCharSet/Woman3 B.png	BattleCharSet/女性３b.png	BattleCharSet/女性3b.png
rm2003-0113	BattleCharSet	BattleCharSet/Woman4 A.png	BattleCharSet/女性４a.png	BattleCharSet/女性4a.png
rm2003-0114	BattleCharSet	BattleCharSet/Woman4 B.png	BattleCharSet/女性４b.png	BattleCharSet/女性4b.png
rm2003-0115	BattleCharSet	BattleCharSet/Woman5 A.png	BattleCharSet/女性５a.png	BattleCharSet/女性5a.png
rm2003-0116	BattleCharSet	BattleCharSet/Woman5 B.png	BattleCharSet/女性５b.png	BattleCharSet/女性5b.png
rm2003-0117	BattleCharSet	BattleCharSet/Female Ninja A.png	BattleCharSet/忍者女a.png	BattleCharSet/忍者女a.png
rm2003-0118	BattleCharSet	BattleCharSet/Female Ninja B.png	BattleCharSet/忍者女b.png	BattleCharSet/忍者女b.png
rm2003-0119	BattleCharSet	BattleCharSet/Male Ninja A.png	BattleCharSet/忍者男a.png	BattleCharSet/忍者男a.png
rm2003-0120	BattleCharSet	BattleCharSet/Male Ninja B.png	BattleCharSet/忍者男b.png	BattleCharSet/忍者男b.png
rm2003-0121	BattleCharSet	BattleCharSet/Female Warrior A.png	BattleCharSet/戦士女a.png	BattleCharSet/戰士女a.png
rm2003-0122	BattleCharSet	BattleCharSet/Female Warrior B.png	BattleCharSet/戦士女b.png	BattleCharSet/戰士女b.png
rm2003-0123	BattleCharSet	BattleCharSet/Male Warrior A.png	BattleCharSet/戦士男a.png	BattleCharSet/戰士男a.png
rm2003-0124	BattleCharSet	BattleCharSet/Male Warrior B.png	BattleCharSet/戦士男b.png	BattleCharSet/戰士男b.png
rm2003-0125	BattleCharSet	BattleCharSet/Female Fighter A.png	BattleCharSet/格闘家女a.png	BattleCharSet/格鬥家女a.png
rm2003-0126	BattleCharSet	BattleCharSet/Female Fighter B.png	BattleCharSet/格闘家女b.png	BattleCharSet/格鬥家女b.png
rm2003-0127	BattleCharSet	BattleCharSet/Male Fighter A.png	BattleCharSet/格闘家男a.png	BattleCharSet/格鬥家男a.png
rm2003-0128	BattleCharSet	BattleCharSet/Male Fighter B.png	BattleCharSet/格闘家男b.png	BattleCharSet/格鬥家男b.png
rm2003-0129	BattleCharSet	BattleCharSet/Female Pirate A.png	BattleCharSet/海賊女a.png	BattleCharSet/海賊女a.png
rm2003-0130	BattleCharSet	BattleCharSet/Female Pirate B.png	BattleCharSet/海賊女b.png	BattleCharSet/海賊女b.png
rm2003-0131	BattleCharSet	BattleCharSet/Male Pirate A.png	BattleCharSet/海賊男a.png	BattleCharSet/海賊男a.png
rm2003-0132	BattleCharSet	BattleCharSet/Male Pirate B.png	BattleCharSet/海賊男b.png	BattleCharSet/海賊男b.png
rm2003-0133	BattleCharSet	BattleCharSet/Man1 A.png	BattleCharSet/男性１a.png	BattleCharSet/男性1a.png
rm2003-0134	BattleCharSet	BattleCharSet/Man1 B.png	BattleCharSet/男性１b.png	BattleCharSet/男性1b.png
rm2003-0135	BattleCharSet	BattleCharSet/Man2 A.png	BattleCharSet/男性２a.png	BattleCharSet/男性2a.png
rm2003-0136	BattleCharSet	BattleCharSet/Man2 B.png	BattleCharSet/男性２b.png	BattleCharSet/男性2b.png
rm2003-0137	BattleCharSet	BattleCharSet/Man3 A.png	BattleCharSet/男性３a.png	BattleCharSet/男性3a.png
rm2003-0138	BattleCharSet	BattleCharSet/Man3 B.png	BattleCharSet/男性３b.png	BattleCharSet/男性3b.png
rm2003-0139	BattleCharSet	BattleCharSet/Man4 A.png	BattleCharSet/男性４a.png	BattleCharSet/男性4a.png
rm2003-0140	BattleCharSet	BattleCharSet/Man4 B.png	BattleCharSet/男性４b.png	BattleCharSet/男性4b.png
rm2003-0141	BattleCharSet	BattleCharSet/Man5 A.png	BattleCharSet/男性５a.png	BattleCharSet/男性5a.png
rm2003-0142	BattleCharSet	BattleCharSet/Man5 B.png	BattleCharSet/男性５b.png	BattleCharSet/男性5b.png
rm2003-0143	BattleCharSet	BattleCharSet/Female Bandit A.png	BattleCharSet/盗賊女a.png	BattleCharSet/盜賊女a.png
rm2003-0144	BattleCharSet	BattleCharSet/Female Bandit B.png	BattleCharSet/盗賊女b.png	BattleCharSet/盜賊女b.png
rm2003-0145	BattleCharSet	BattleCharSet/Male Bandit A.png	BattleCharSet/盗賊男a.png	BattleCharSet/盜賊男a.png
rm2003-0146	BattleCharSet	BattleCharSet/Male Bandit B.png	BattleCharSet/盗賊男b.png	BattleCharSet/盜賊男b.png
rm2003-0147	BattleCharSet	BattleCharSet/Armored Warror A.png	BattleCharSet/鎧武者a.png	BattleCharSet/鎧甲武者a.png
rm2003-0148	BattleCharSet	BattleCharSet/Armored Warror B.png	BattleCharSet/鎧武者b.png	BattleCharSet/鎧甲武者b.png
rm2003-0149	BattleCharSet	BattleCharSet/Female Mage A.png	BattleCharSet/魔術師女a.png	BattleCharSet/魔術師女a.png
rm2003-0150	BattleCharSet	BattleCharSet/Female Mage B.png	BattleCharSet/魔術師女b.png	BattleCharSet/魔術師女b.png
rm2003-0151	BattleCharSet	BattleCharSet/Male Mage A.png	BattleCharSet/魔術師男a.png	BattleCharSet/魔術師男a.png
rm2003-0152	BattleCharSet	BattleCharSet/Male Mage B.png	BattleCharSet/魔術師男b.png	BattleCharSet/魔術師男b.png
rm2003-0153	BattleWeapon	BattleWeapon/Weapon.png	BattleWeapon/武器.png	BattleWeapon/武器.png
rm2003-0154	CharSet	CharSet/Object1.png	CharSet/オブジェクト1.png	CharSet/物件1.png
rm2003-0155	CharSet	CharSet/Object2.png	CharSet/オブジェクト2.png	CharSet/物件2.png
rm2003-0156	CharSet	CharSet/Monster1.png	CharSet/モンスター1.png	CharSet/怪物1.png
rm2003-0157	CharSet	CharSet/Monster2.png	CharSet/モンスター2.png	CharSet/怪物2.png
rm2003-0158	CharSet	CharSet/People1.png	CharSet/一般1.png	CharSet/一般1.png
rm2003-0159	CharSet	CharSet/People2.png	CharSet/一般2.png	CharSet/一般2.png
rm2003-0160	CharSet	CharSet/People3.png	CharSet/一般3.png	CharSet/一般3.png
rm2003-0161	CharSet	CharSet/People4.png	CharSet/一般4.png	CharSet/一般4.png
rm2003-0162	CharSet	CharSet/People5.png	CharSet/一般5.png	CharSet/一般5.png
rm2003-0163	CharSet	CharSet/Actor1.png	CharSet/主人公1.png	CharSet/主角1.png
rm2003-0164	CharSet	CharSet/Actor2.png	CharSet/主人公2.png	CharSet/主角2.png
rm2003-0165	CharSet	CharSet/Actor3.png	CharSet/主人公3.png	CharSet/主角3.png
rm2003-0166	CharSet	CharSet/Actor4.png	CharSet/主人公4.png	CharSet/主角4.png
rm2003-0167	CharSet	CharSet/Vehicles.png	CharSet/乗り物.png	CharSet/交通工具.png
rm2003-0168	CharSet	CharSet/Animal.png	CharSet/動物.png	CharSet/動物.png
rm2003-0169	ChipSet	ChipSet/Dungeon.png	ChipSet/ダンジョン.png	ChipSet/迷宮.png
rm2003-0170	ChipSet	ChipSet/Interior.png	ChipSet/内装.png	ChipSet/內部.png
rm2003-0171	ChipSet	ChipSet/World.png	ChipSet/基本.png	ChipSet/基本.png
rm2003-0172	ChipSet	ChipSet/Exterior.png	ChipSet/外観.png	ChipSet/外部.png
rm2003-0173	ChipSet	ChipSet/Ship.png	ChipSet/船.png	ChipSet/船.png
rm2003-0174	FaceSet	FaceSet/Monster.png	FaceSet/モンスター.png	FaceSet/怪物.png
rm2003-0175	FaceSet	FaceSet/People1.png	FaceSet/一般1.png	FaceSet/一般1.png
rm2003-0176	FaceSet	FaceSet/People2.png	FaceSet/一般2.png	FaceSet/一般2.png
rm2003-0177	FaceSet	FaceSet/Actor1.png	FaceSet/主人公1.png	FaceSet/主角1.png
rm2003-0178	FaceSet	FaceSet/Actor2.png	FaceSet/主人公2.png	FaceSet/主角2.png
rm2003-0179	GameOver	GameOver/Game Over.png	GameOver/ゲームオーバー.png	GameOver/遊戲結束.png
rm2003-0180	GameOver			GameOver/遊戲結束2.png
rm2003-0181	Monster	Monster/Ahriman.png	Monster/アーリマン.png	Monster/阿利曼.png
rm2003-0182	Monster	Monster/Asura.png	Monster/アスラ.png	Monster/阿蘇拉.png
rm2003-0183	Monster	Monster/Anaconda.png	Monster/アナコンダ.png	Monster/巨蟒.png
rm2003-0184	Monster	Monster/Alligator.png	Monster/アリゲーター.png	Monster/短吻鱷.png
rm2003-0185	Monster	Monster/Undead Knight.png	Monster/アンデッドナイト.png	Monster/不死騎士.png
rm2003-0186	Monster	Monster/Ifreet.png	Monster/イフリート.png	Monster/伊弗利特.png
rm2003-0187	Monster	Monster/Imp.png	Monster/インプ.png	Monster/小魔鬼.png
rm2003-0188	Monster	Monster/Vampire.png	Monster/ヴァンパイア.png	Monster/吸血鬼.png
rm2003-0189	Monster	Monster/Ouroboros.png	Monster/ウロボロス.png	Monster/吞尾蛇.png
rm2003-0190	Monster	Monster/Elf.png	Monster/エルフ.png	Monster/妖精.png
rm2003-0191	Monster	Monster/Ogre.png	Monster/オーガ.png	Monster/食人魔.png
rm2003-0192	Monster	Monster/Orc.png	Monster/オーク.png	Monster/獸人戰士.png
rm2003-0193	Monster	Monster/Odin.png	Monster/オーディン.png	Monster/奧丁.png
rm2003-0194	Monster	Monster/Octopus.png	Monster/オクトパス.png	Monster/八爪章魚.png
rm2003-0195	Monster	Monster/Gargoyle.png	Monster/ガーゴイル.png	Monster/石像獸.png
rm2003-0196	Monster	Monster/Carbuncle.png	Monster/カーバンクル.png	Monster/紅寶石.png
rm2003-0197	Monster	Monster/Carmilla.png	Monster/カーミラ.png	Monster/卡美拉.png
rm2003-0198	Monster	Monster/Kappa.png	Monster/カッパ.png	Monster/河童.png
rm2003-0199	Monster	Monster/Catoblepas.png	Monster/カトブレパス.png	Monster/卡托布里帕斯.png
rm2003-0200	Monster	Monster/Garuda.png	Monster/ガルーダ.png	Monster/揭路荼.png
rm2003-0201	Monster	Monster/Chimera.png	Monster/キメラ.png	Monster/吐火獸.png
rm2003-0202	Monster	Monster/Ghoul.png	Monster/グール.png	Monster/食屍鬼.png
rm2003-0203	Monster	Monster/Kraken.png	Monster/クラーケン.png	Monster/克拉坎.png
rm2003-0204	Monster	Monster/Crab.png	Monster/クラブ.png	Monster/巨蟹.png
rm2003-0205	Monster	Monster/Griffon.png	Monster/グリフォン.png	Monster/葛里芬.png
rm2003-0206	Monster	Monster/Grell.png	Monster/グレル.png	Monster/毛面蟲.png
rm2003-0207	Monster	Monster/Crawler.png	Monster/クロウラー.png	Monster/爬蟲.png
rm2003-0208	Monster	Monster/Gazer.png	Monster/ゲイザー.png	Monster/看守者.png
rm2003-0209	Monster	Monster/Quetzalcoatl.png	Monster/ケツアルクアトル.png	Monster/羽蛇神.png
rm2003-0210	Monster	Monster/Cait Sith.png	Monster/ケットシー.png	Monster/貓靈.png
rm2003-0211	Monster	Monster/Cerberus.png	Monster/ケルベロス.png	Monster/地獄犬.png
rm2003-0212	Monster	Monster/Centaur.png	Monster/ケンタウロス.png	Monster/半人馬.png
rm2003-0213	Monster	Monster/Gorgon.png	Monster/ゴーゴン.png	Monster/戈耳戈.png
rm2003-0214	Monster	Monster/Ghost.png	Monster/ゴースト.png	Monster/鬼魂.png
rm2003-0215	Monster	Monster/Golem.png	Monster/ゴーレム.png	Monster/高崙.png
rm2003-0216	Monster	Monster/Cockatorice.png	Monster/コカトリス.png	Monster/雞蛇獸.png
rm2003-0217	Monster	Monster/Goblin.png	Monster/ゴブリン.png	Monster/小妖精.png
rm2003-0218	Monster	Monster/Kobold.png	Monster/コボルト.png	Monster/地精.png
rm2003-0219	Monster	Monster/Cyclops.png	Monster/サイクロプス.png	Monster/獨眼巨人.png
rm2003-0220	Monster	Monster/Satan.png	Monster/サタナエル.png	Monster/撒旦尼爾.png
rm2003-0221	Monster	Monster/Sahagin.png	Monster/サハギン.png	Monster/半魚人撒哈奇.png
rm2003-0222	Monster	Monster/Salamander.png	Monster/サラマンダー.png	Monster/火蜥蜴.png
rm2003-0223	Monster	Monster/Shark.png	Monster/シャーク.png	Monster/鯊魚.png
rm2003-0224	Monster	Monster/Giant.png	Monster/ジャイアント.png	Monster/巨人.png
rm2003-0225	Monster	Monster/Jack-O-Lantern.png	Monster/ジャック・オー・ランタン.png	Monster/燈籠怪.png
rm2003-0226	Monster	Monster/Shadow.png	Monster/シャドウ.png	Monster/幻影.png
rm2003-0227	Monster	Monster/Sylph.png	Monster/シルフ.png	Monster/風之精靈－絲芙.png
rm2003-0228	Monster	Monster/Scylla.png	Monster/スキュラ.png	Monster/斯庫拉.png
rm2003-0229	Monster	Monster/Skeleton.png	Monster/スケルトン.png	Monster/骷髏.png
rm2003-0230	Monster	Monster/Scorpion.png	Monster/スコーピオン.png	Monster/天蠍.png
rm2003-0231	Monster	Monster/Snake.png	Monster/スネーク.png	Monster/蛇.png
rm2003-0232	Monster	Monster/Spirit.png	Monster/スピリッツ.png	Monster/靈魂.png
rm2003-0233	Monster	Monster/Sphinx.png	Monster/スフィンクス.png	Monster/斯芬克司.png
rm2003-0234	Monster	Monster/Spectre.png	Monster/スペクター.png	Monster/幽靈.png
rm2003-0235	Monster	Monster/Slime.png	Monster/スライム.png	Monster/史萊姆.png
rm2003-0236	Monster	Monster/Siren.png	Monster/セイレーン.png	Monster/賽倫女妖.png
rm2003-0237	Monster	Monster/Seraphim.png	Monster/セラフィム.png	Monster/撒拉弗.png
rm2003-0238	Monster	Monster/Centipede.png	Monster/センチピード.png	Monster/百腳蜈蚣.png
rm2003-0239	Monster	Monster/Sorcerer.png	Monster/ソーサラー.png	Monster/巫師.png
rm2003-0240	Monster	Monster/Zombie.png	Monster/ゾンビ.png	Monster/殭屍.png
rm2003-0241	Monster	Monster/Dark Elf.png	Monster/ダークエルフ.png	Monster/黑暗妖精.png
rm2003-0242	Monster	Monster/Dark Knight.png	Monster/ダークナイト.png	Monster/暗黑騎士.png
rm2003-0243	Monster	Monster/Titan.png	Monster/タイタン.png	Monster/泰坦巨人.png
rm2003-0244	Monster	Monster/Tarantula.png	Monster/タランチュラ.png	Monster/狼蛛.png
rm2003-0245	Monster	Monster/Tiamat.png	Monster/ティアマット.png	Monster/塔亞瑪特邪龍.png
rm2003-0246	Monster	Monster/Demon.png	Monster/デーモン.png	Monster/惡魔.png
rm2003-0247	Monster	Monster/Toad.png	Monster/トード.png	Monster/蟾蜍.png
rm2003-0248	Monster	Monster/Dragon.png	Monster/ドラゴン.png	Monster/龍.png
rm2003-0249	Monster	Monster/Dragon Knight.png	Monster/ドラゴンナイト.png	Monster/龍騎士.png
rm2003-0250	Monster	Monster/Treant.png	Monster/トレント.png	Monster/樹精.png
rm2003-0251	Monster	Monster/Troll.png	Monster/トロール.png	Monster/山怪.png
rm2003-0252	Monster	Monster/Necromancer.png	Monster/ネクロマンサー.png	Monster/死靈法師.png
rm2003-0253	Monster	Monster/Nepenthes.png	Monster/ネペンテス.png	Monster/豬籠草怪.png
rm2003-0254	Monster	Monster/Berserker.png	Monster/バーサーカー.png	Monster/狂暴戰士.png
rm2003-0255	Monster	Monster/Harpy.png	Monster/ハーピー.png	Monster/鳥人哈比.png
rm2003-0256	Monster	Monster/Basilisk.png	Monster/バジリスク.png	Monster/蛇怪.png
rm2003-0257	Monster	Monster/Bat.png	Monster/バット.png	Monster/蝙蝠.png
rm2003-0258	Monster	Monster/Bahamut.png	Monster/バハムート.png	Monster/巴哈姆特.png
rm2003-0259	Monster	Monster/Parasite.png	Monster/パラサイト.png	Monster/寄生蟲.png
rm2003-0260	Monster	Monster/Big Foot.png	Monster/ビッグフット.png	Monster/大腳怪.png
rm2003-0261	Monster	Monster/Hydra.png	Monster/ヒュドラ.png	Monster/九頭蛇.png
rm2003-0262	Monster	Monster/Phoenix.png	Monster/フェニックス.png	Monster/鳳凰鳥.png
rm2003-0263	Monster	Monster/Fenrir.png	Monster/フェンリル.png	Monster/大天狼.png
rm2003-0264	Monster	Monster/Behemoth.png	Monster/ベヒーモス.png	Monster/巨獸.png
rm2003-0265	Monster	Monster/Hornet.png	Monster/ホーネット.png	Monster/大黃蜂.png
rm2003-0266	Monster	Monster/Manticore.png	Monster/マンティコア.png	Monster/蒙特寇爾.png
rm2003-0267	Monster	Monster/Mantis.png	Monster/マンティス.png	Monster/螳螂怪.png
