semantic_id	category	english_path	japanese_path
rm2000-0115	Monster	Monster/People1.png	Monster/一般人1.png
rm2000-0116	Monster	Monster/People2.png	Monster/一般人2.png
rm2000-0117	Monster	Monster/People3.png	Monster/一般人3.png
rm2000-0118	Monster	Monster/People4.png	Monster/一般人4.png
rm2000-0119	Monster	Monster/People5.png	Monster/一般人5.png
rm2000-0120	Monster	Monster/People6.png	Monster/一般人6.png
rm2000-0121	Monster	Monster/People7.png	Monster/一般人7.png
rm2000-0122	Monster	Monster/People8.png	Monster/一般人8.png
rm2000-0123	Monster	Monster/Familiar.png	Monster/使い魔.png
rm2000-0124	Monster	Monster/Soldier.png	Monster/兵士.png
rm2000-0125	Monster	Monster/Giant Spider.png	Monster/大グモ.png
rm2000-0126	Monster	Monster/Giant Scorpion.png	Monster/大サソリ.png
rm2000-0127	Monster	Monster/Snake.png	Monster/大蛇.png
rm2000-0128	Monster	Monster/Angel.png	Monster/天使.png
rm2000-0129	Monster	Monster/Queen.png	Monster/女王.png
rm2000-0130	Monster	Monster/Ninja.png	Monster/忍者.png
rm2000-0131	Monster	Monster/Monster Fish.png	Monster/怪魚.png
rm2000-0132	Monster	Monster/Warrior1.png	Monster/戦士1.png
rm2000-0133	Monster	Monster/Warrior2.png	Monster/戦士2.png
rm2000-0134	Monster	Monster/Warrior.png	Monster/武者.png
rm2000-0135	Monster	Monster/Reaper.png	Monster/死神.png
rm2000-0136	Monster	Monster/Pirate.png	Monster/海賊.png
rm2000-0137	Monster	Monster/King.png	Monster/王.png
rm2000-0138	Monster	Monster/Thief.png	Monster/盗賊.png
rm2000-0139	Monster	Monster/Wisp.png	Monster/鬼火.png
rm2000-0140	Monster	Monster/Demon Lord.png	Monster/魔王.png
rm2000-0141	Monster	Monster/Demon God.png	Monster/魔神.png
rm2000-0142	Monster	Monster/Magician1.png	Monster/魔術師1.png
rm2000-0143	Monster	Monster/Magician2.png	Monster/魔術師2.png
rm2000-0144	Monster	Monster/DragonB.png	Monster/龍.png
rm2000-0145	Music	Music/Items.mid	Music/jアイテム.mid
rm2000-0146	Music	Music/Gag1.mid	Music/jギャグ1.mid
rm2000-0147	Music	Music/Gag2.mid	Music/jギャグ2.mid
rm2000-0148	Music	Music/Fanfare1.mid	Music/jファンファーレ1.mid
rm2000-0149	Music	Music/Fanfare2.mid	Music/jファンファーレ2.mid
rm2000-0150	Music	Music/Fanfare3.mid	Music/jファンファーレ3.mid
rm2000-0151	Music	Music/Fanfare4.mid	Music/jファンファーレ4.mid
rm2000-0152	Music	Music/Fanfare5.mid	Music/jファンファーレ5.mid
rm2000-0153	Music	Music/Fanfare6.mid	Music/jファンファーレ6.mid
rm2000-0154	Music	Music/Inn1.mid	Music/j宿1.mid
rm2000-0155	Music	Music/Inn2.mid	Music/j宿2.mid
rm2000-0156	Music	Music/BattleEnd1.mid	Music/j戦闘終了1.mid
rm2000-0157	Music	Music/BattleEnd2.mid	Music/j戦闘終了2.mid
rm2000-0158	Music	Music/BattleEnd3.mid	Music/j戦闘終了3.mid
rm2000-0159	Music	Music/BattleEnd4.mid	Music/j戦闘終了4.mid
rm2000-0160	Music	Music/Suspicion.mid	Music/j疑惑.mid
rm2000-0161	Music	Music/Mystery.mid	Music/j謎.mid
rm2000-0162	Music	Music/Earthquake.wav	Music/se地震.wav
rm2000-0163	Music	Music/Rain2.wav	Music/se大雨.wav
rm2000-0164	Music	Music/Clock.wav	Music/se時計.wav
rm2000-0165	Music	Music/Sea.wav	Music/se海.wav
rm2000-0166	Music	Music/Rain1.wav	Music/se雨.wav
rm2000-0167	Music	Music/Ending1.mid	Music/エンディング1.mid
rm2000-0168	Music	Music/Ending2.mid	Music/エンディング2.mid
rm2000-0169	Music	Music/Ending3.mid	Music/エンディング3.mid
rm2000-0170	Music	Music/Opening1.mid	Music/オープニング1.mid
rm2000-0171	Music	Music/Opening2.mid	Music/オープニング2.mid
rm2000-0172	Music	Music/Opening3.mid	Music/オープニング3.mid
rm2000-0173	Music	Music/Gameover1.mid	Music/ゲームオーバー1.mid
rm2000-0174	Music	Music/Gameover2.mid	Music/ゲームオーバー2.mid
rm2000-0175	Music	Music/Gameover3.mid	Music/ゲームオーバー3.mid
rm2000-0176	Music	Music/GhostTown1.mid	Music/ゴーストタウン1.mid
rm2000-0177	Music	Music/GhostTown2.mid	Music/ゴーストタウン2.mid
rm2000-0178	Music	Music/Dungeon1.mid	Music/ダンジョン1.mid
rm2000-0179	Music	Music/Dungeon2.mid	Music/ダンジョン2.mid
rm2000-0180	Music	Music/Dungeon3.mid	Music/ダンジョン3.mid
rm2000-0181	Music	Music/Dungeon4.mid	Music/ダンジョン4.mid
rm2000-0182	Music	Music/Dungeon5.mid	Music/ダンジョン5.mid
rm2000-0183	Music	Music/Crisis.mid	Music/ピンチ.mid
rm2000-0184	Music	Music/Field1.mid	Music/フィールド1.mid
rm2000-0185	Music	Music/Field2.mid	Music/フィールド2.mid
rm2000-0186	Music	Music/Field3.mid	Music/フィールド3.mid
rm2000-0187	Music	Music/Field4.mid	Music/フィールド4.mid
rm2000-0188	Music	Music/Boss1.mid	Music/ボス1.mid
rm2000-0189	Music	Music/Boss2.mid	Music/ボス2.mid
rm2000-0190	Music	Music/Boss3.mid	Music/ボス3.mid
rm2000-0191	Music	Music/Boss4.mid	Music/ボス4.mid
rm2000-0192	Music	Music/Vehicle1.mid	Music/乗り物1.mid
rm2000-0193	Music	Music/Vehicle2.mid	Music/乗り物2.mid
rm2000-0194	Music	Music/Vehicle3.mid	Music/乗り物3.mid
rm2000-0195	Music	Music/Farewell1.mid	Music/別れ1.mid
rm2000-0196	Music	Music/Farewell2.mid	Music/別れ2.mid
rm2000-0197	Music	Music/Hero1.mid	Music/勇者1.mid
rm2000-0198	Music	Music/Hero2.mid	Music/勇者2.mid
rm2000-0199	Music	Music/Animal.mid	Music/動物.mid
rm2000-0200	Music	Music/Victory.mid	Music/勝利.mid
rm2000-0201	Music	Music/Castle1.mid	Music/城1.mid
rm2000-0202	Music	Music/Castle2.mid	Music/城2.mid
rm2000-0203	Music	Music/Castle3.mid	Music/城3.mid
rm2000-0204	Music	Music/Tower1.mid	Music/塔1.mid
rm2000-0205	Music	Music/Tower2.mid	Music/塔2.mid
rm2000-0206	Music	Music/Tower3.mid	Music/塔3.mid
rm2000-0207	Music	Music/Fairy1.mid	Music/妖精1.mid
rm2000-0208	Music	Music/Fairy2.mid	Music/妖精2.mid
rm2000-0209	Music	Music/Peace1.mid	Music/安らぎ1.mid
rm2000-0210	Music	Music/Peace2.mid	Music/安らぎ2.mid
rm2000-0211	Music	Music/Peace3.mid	Music/安らぎ3.mid
rm2000-0212	Music	Music/Store1.mid	Music/店1.mid
rm2000-0213	Music	Music/Store2.mid	Music/店2.mid
rm2000-0214	Music	Music/Store3.mid	Music/店3.mid
rm2000-0215	Music	Music/Anger.mid	Music/怒り.mid
rm2000-0216	Music	Music/Sorrow.mid	Music/悲しみ.mid
rm2000-0217	Music	Music/Battle1.mid	Music/戦闘1.mid
rm2000-0218	Music	Music/Battle2.mid	Music/戦闘2.mid
rm2000-0219	Music	Music/Battle3.mid	Music/戦闘3.mid
rm2000-0220	Music	Music/Search.mid	Music/探索.mid
rm2000-0221	Music	Music/Defeat.mid	Music/敗北.mid
rm2000-0222	Music	Music/Church.mid	Music/教会.mid
rm2000-0223	Music	Music/Marketplace.mid	Music/明るい市場.mid
rm2000-0224	Music	Music/Village1.mid	Music/村1.mid
rm2000-0225	Music	Music/Village2.mid	Music/村2.mid
rm2000-0226	Music	Music/Village3.mid	Music/村3.mid
rm2000-0227	Music	Music/Thief.mid	Music/泥棒.mid
rm2000-0228	Music	Music/Energy.mid	Music/活気.mid
rm2000-0229	Music	Music/Town1.mid	Music/町1.mid
rm2000-0230	Music	Music/Town2.mid	Music/町2.mid
rm2000-0231	Music	Music/Town3.mid	Music/町3.mid
rm2000-0232	Music	Music/Mystery1.mid	Music/神秘1.mid
rm2000-0233	Music	Music/Mystery2.mid	Music/神秘2.mid
rm2000-0234	Music	Music/Mystery3.mid	Music/神秘3.mid
rm2000-0235	Music	Music/Treasure.mid	Music/秘宝.mid
rm2000-0236	Music	Music/Ship1.mid	Music/船1.mid
rm2000-0237	Music	Music/Ship2.mid	Music/船2.mid
rm2000-0238	Music	Music/Ship3.mid	Music/船3.mid
rm2000-0239	Music	Music/Trial.mid	Music/試練.mid
rm2000-0240	Music	Music/BlackMarket.mid	Music/闇市.mid
rm2000-0241	Music	Music/Devil.mid	Music/魔王.mid
rm2000-0242	Panorama	Panorama/Sunset1.png	Panorama/夕焼け1.png
rm2000-0243	Panorama	Panorama/Sunset2.png	Panorama/夕焼け2.png
rm2000-0244	Panorama	Panorama/Dawn1.png	Panorama/夜明け1.png
rm2000-0245	Panorama	Panorama/Dawn2.png	Panorama/夜明け2.png
rm2000-0246	Panorama	Panorama/Night Sky1.png	Panorama/夜空1.png
rm2000-0247	Panorama	Panorama/Night Sky2.png	Panorama/夜空2.png
rm2000-0248	Panorama	Panorama/Cosmos1.png	Panorama/宇宙.png
rm2000-0249	Panorama	Panorama/Planet1.png	Panorama/惑星1.png
rm2000-0250	Panorama	Panorama/Planet2.png	Panorama/惑星2.png
rm2000-0251	Panorama	Panorama/Planet3.png	Panorama/惑星3.png
rm2000-0252	Panorama	Panorama/Dimension Rift.png	Panorama/異空間.png
rm2000-0253	Panorama	Panorama/Sky1.png	Panorama/空1.png
rm2000-0254	Panorama	Panorama/Sky2.png	Panorama/空2.png
rm2000-0255	Sound	Sound/Item1.wav	Sound/アイテム1.wav
rm2000-0256	Sound	Sound/Item2.wav	Sound/アイテム2.wav
rm2000-0257	Sound	Sound/Chime1.wav	Sound/あたり1.wav
rm2000-0258	Sound	Sound/Chime2.wav	Sound/あたり2.wav
rm2000-0259	Sound	Sound/Buff.wav	Sound/アップ.wav
rm2000-0260	Sound	Sound/Dog.wav	Sound/イヌ.wav
rm2000-0261	Sound	Sound/Cow.wav	Sound/ウシ.wav
rm2000-0262	Sound	Sound/Horse.wav	Sound/ウマ.wav
rm2000-0263	Sound	Sound/Roar.wav	Sound/おたけび.wav
rm2000-0264	Sound	Sound/Cursor1.wav	Sound/カーソル1.wav
rm2000-0265	Sound	Sound/Cursor2.wav	Sound/カーソル2.wav
rm2000-0266	Sound	Sound/GlassShatter.wav	Sound/ガシャン.wav
rm2000-0267	Sound	Sound/Cancel1.wav	Sound/キャンセル1.wav
rm2000-0268	Sound	Sound/Cancel2.wav	Sound/キャンセル2.wav
rm2000-0269	Sound	Sound/Paralyze1.wav	Sound/しびれ1.wav
rm2000-0270	Sound	Sound/Paralyze2.wav	Sound/しびれ2.wav
rm2000-0271	Sound	Sound/Paralyze3.wav	Sound/しびれ3.wav
rm2000-0272	Sound	Sound/Jump1.wav	Sound/ジャンプ1.wav
rm2000-0273	Sound	Sound/Jump2.wav	Sound/ジャンプ2.wav
rm2000-0274	Sound	Sound/Shot1.wav	Sound/ショット1.wav
rm2000-0275	Sound	Sound/Shot2.wav	Sound/ショット2.wav
rm2000-0276	Sound	Sound/Shot3.wav	Sound/ショット3.wav
rm2000-0277	Sound	Sound/Switch1.wav	Sound/スイッチ1.wav
rm2000-0278	Sound	Sound/Switch2.wav	Sound/スイッチ2.wav
rm2000-0279	Sound	Sound/Debuff.wav	Sound/ダウン.wav
rm2000-0280	Sound	Sound/Damage1.wav	Sound/ダメージ1.wav
rm2000-0281	Sound	Sound/Damage2.wav	Sound/ダメージ2.wav
rm2000-0282	Sound	Sound/Teleport1.wav	Sound/テレポート1.wav
rm2000-0283	Sound	Sound/Teleport2.wav	Sound/テレポート2.wav
rm2000-0284	Sound	Sound/Tiger.wav	Sound/トラ.wav
rm2000-0285	Sound	Sound/Glare.wav	Sound/にらみ.wav
rm2000-0286	Sound	Sound/Chicken.wav	Sound/にわとり.wav
rm2000-0287	Sound	Sound/Cat.wav	Sound/ネコ.wav
rm2000-0288	Sound	Sound/Knock.wav	Sound/ノック.wav
rm2000-0289	Sound	Sound/Buzzer1.wav	Sound/はずれ1.wav
rm2000-0290	Sound	Sound/Buzzer2.wav	Sound/はずれ2.wav
rm2000-0291	Sound	Sound/Barrier.wav	Sound/バリア.wav
rm2000-0292	Sound	Sound/Sheep.wav	Sound/ひつじ.wav
rm2000-0293	Sound	Sound/Buzzer3.wav	Sound/ブザー1.wav
rm2000-0294	Sound	Sound/Buzzer4.wav	Sound/ブザー2.wav
rm2000-0295	Sound	Sound/Flash1.wav	Sound/フラッシュ1.wav
rm2000-0296	Sound	Sound/Flash2.wav	Sound/フラッシュ2.wav
rm2000-0297	Sound	Sound/Flash3.wav	Sound/フラッシュ3.wav
rm2000-0298	Sound	Sound/Breath.wav	Sound/ブレス.wav
rm2000-0299	Sound	Sound/Monster1.wav	Sound/モンスター1.wav
rm2000-0300	Sound	Sound/Monster2.wav	Sound/モンスター2.wav
rm2000-0301	Sound	Sound/Lion.wav	Sound/ライオン.wav
rm2000-0302	Sound	Sound/Ice1.wav	Sound/冷気1.wav
rm2000-0303	Sound	Sound/Ice2.wav	Sound/冷気2.wav
rm2000-0304	Sound	Sound/Ice3.wav	Sound/冷気3.wav
rm2000-0305	Sound	Sound/Ice4.wav	Sound/冷気4.wav
rm2000-0306	Sound	Sound/Ice5.wav	Sound/冷気5.wav
rm2000-0307	Sound	Sound/Ice6.wav	Sound/冷気6.wav
rm2000-0308	Sound	Sound/Ice7.wav	Sound/冷気7.wav
rm2000-0309	Sound	Sound/Ice8.wav	Sound/冷気8.wav
rm2000-0310	Sound	Sound/Ice9.wav	Sound/冷気9.wav
rm2000-0311	Sound	Sound/Ice10.wav	Sound/冷気10.wav
rm2000-0312	Sound	Sound/Ice11.wav	Sound/冷気11.wav
rm2000-0313	Sound	Sound/Sword1.wav	Sound/剣1.wav
rm2000-0314	Sound	Sound/Sword2.wav	Sound/剣2.wav
rm2000-0315	Sound	Sound/Sword3.wav	Sound/剣3.wav
rm2000-0316	Sound	Sound/Absorb1.wav	Sound/吸収1.wav
rm2000-0317	Sound	Sound/Absorb2.wav	Sound/吸収2.wav
rm2000-0318	Sound	Sound/Bite.wav	Sound/噛む.wav
rm2000-0319	Sound	Sound/Recovery1.wav	Sound/回復1.wav
rm2000-0320	Sound	Sound/Recovery2.wav	Sound/回復2.wav
rm2000-0321	Sound	Sound/Recovery3.wav	Sound/回復3.wav
rm2000-0322	Sound	Sound/Recovery4.wav	Sound/回復4.wav
rm2000-0323	Sound	Sound/Recovery5.wav	Sound/回復5.wav
rm2000-0324	Sound	Sound/Recovery6.wav	Sound/回復6.wav
rm2000-0325	Sound	Sound/Recovery7.wav	Sound/回復7.wav
rm2000-0326	Sound	Sound/Recovery8.wav	Sound/回復8.wav
rm2000-0327	Sound	Sound/Evade1.wav	Sound/回避1.wav
rm2000-0328	Sound	Sound/Evade2.wav	Sound/回避2.wav
rm2000-0329	Sound	Sound/Earthquake1.wav	Sound/地震1.wav
rm2000-0330	Sound	Sound/Earthquake2.wav	Sound/地震2.wav
rm2000-0331	Sound	Sound/Barrier1.wav	Sound/壁1.wav
rm2000-0332	Sound	Sound/Barrier2.wav	Sound/壁2.wav
rm2000-0333	Sound	Sound/Earth1.wav	Sound/大地1.wav
rm2000-0334	Sound	Sound/Earth2.wav	Sound/大地2.wav
rm2000-0335	Sound	Sound/Earth3.wav	Sound/大地3.wav
rm2000-0336	Sound	Sound/Earth4.wav	Sound/大地4.wav
rm2000-0337	Sound	Sound/Earth5.wav	Sound/大地5.wav
rm2000-0338	Sound	Sound/Earth6.wav	Sound/大地6.wav
rm2000-0339	Sound	Sound/Earth7.wav	Sound/大地7.wav
rm2000-0340	Sound	Sound/Earth8.wav	Sound/大地8.wav
rm2000-0341	Sound	Sound/Earth9.wav	Sound/大地9.wav
rm2000-0342	Sound	Sound/Earth10.wav	Sound/大地10.wav
rm2000-0343	Sound	Sound/Ensnare.wav	Sound/巻き付き.wav
rm2000-0344	Sound	Sound/Bow1.wav	Sound/弓1.wav
rm2000-0345	Sound	Sound/Bow2.wav	Sound/弓2.wav
rm2000-0346	Sound	Sound/Combat1.wav	Sound/戦闘1.wav
rm2000-0347	Sound	Sound/Combat2.wav	Sound/戦闘2.wav
rm2000-0348	Sound	Sound/Blow1.wav	Sound/打撃1.wav
rm2000-0349	Sound	Sound/Blow2.wav	Sound/打撃2.wav
rm2000-0350	Sound	Sound/Blow3.wav	Sound/打撃3.wav
rm2000-0351	Sound	Sound/Blow4.wav	Sound/打撃4.wav
rm2000-0352	Sound	Sound/Blow5.wav	Sound/打撃5.wav
rm2000-0353	Sound	Sound/Blow6.wav	Sound/打撃6.wav
rm2000-0354	Sound	Sound/Blow7.wav	Sound/打撃7.wav
rm2000-0355	Sound	Sound/Attack1.wav	Sound/攻撃1.wav
rm2000-0356	Sound	Sound/Attack2.wav	Sound/攻撃2.wav
rm2000-0357	Sound	Sound/Slash1.wav	Sound/斬る1.wav
rm2000-0358	Sound	Sound/Slash2.wav	Sound/斬る2.wav
rm2000-0359	Sound	Sound/Slash3.wav	Sound/斬る3.wav
rm2000-0360	Sound	Sound/Slash4.wav	Sound/斬る4.wav
rm2000-0361	Sound	Sound/Slash5.wav	Sound/斬る5.wav
rm2000-0362	Sound	Sound/Slash6.wav	Sound/斬る6.wav
rm2000-0363	Sound	Sound/Slash7.wav	Sound/斬る7.wav
rm2000-0364	Sound	Sound/Slash8.wav	Sound/斬る8.wav
rm2000-0365	Sound	Sound/Slash9.wav	Sound/斬る9.wav
rm2000-0366	Sound	Sound/Slash10.wav	Sound/斬る10.wav
rm2000-0367	Sound	Sound/Slash11.wav	Sound/斬る11.wav
rm2000-0368	Sound	Sound/Clock.wav	Sound/時計.wav
rm2000-0369	Sound	Sound/Blind.wav	Sound/暗闇.wav
rm2000-0370	Sound	Sound/Darkness1.wav	Sound/暗黒1.wav
rm2000-0371	Sound	Sound/Darkness2.wav	Sound/暗黒2.wav
rm2000-0372	Sound	Sound/Darkness3.wav	Sound/暗黒3.wav
rm2000-0373	Sound	Sound/Darkness4.wav	Sound/暗黒4.wav
rm2000-0374	Sound	Sound/Darkness5.wav	Sound/暗黒5.wav
rm2000-0375	Sound	Sound/Darkness6.wav	Sound/暗黒6.wav
rm2000-0376	Sound	Sound/Song.wav	Sound/歌.wav
rm2000-0377	Sound	Sound/Poison.wav	Sound/毒.wav
rm2000-0378	Sound	Sound/Water1.wav	Sound/水1.wav
rm2000-0379	Sound	Sound/Water2.wav	Sound/水2.wav
rm2000-0380	Sound	Sound/Water3.wav	Sound/水3.wav
rm2000-0381	Sound	Sound/Water4.wav	Sound/水4.wav
rm2000-0382	Sound	Sound/Water5.wav	Sound/水5.wav
rm2000-0383	Sound	Sound/Water6.wav	Sound/水6.wav
rm2000-0384	Sound	Sound/Decision1.wav	Sound/決定1.wav
rm2000-0385	Sound	Sound/Decision2.wav	Sound/決定2.wav
rm2000-0386	Sound	Sound/Silence.wav	Sound/沈黙.wav
rm2000-0387	Sound	Sound/Sea1.wav	Sound/海1.wav
rm2000-0388	Sound	Sound/Sea2.wav	Sound/海2.wav
rm2000-0389	Sound	Sound/Collapse1.wav	Sound/消滅1.wav
rm2000-0390	Sound	Sound/Collapse2.wav	Sound/消滅2.wav
rm2000-0391	Sound	Sound/Confusion.wav	Sound/混乱.wav
rm2000-0392	Sound	Sound/Fire1.wav	Sound/炎1.wav
rm2000-0393	Sound	Sound/Fire2.wav	Sound/炎2.wav
rm2000-0394	Sound	Sound/Fire3.wav	Sound/炎3.wav
